ID_ANO	PRG	ANNEE_SCOLAIRE	SITE
71590786	SIE	2012/2013	Cergy
71590786	ING2	2012/2013	Cergy
53273025	ING4	2014/2015	Cergy
53273025	DS	2013/2014	Cergy
53273025	ING3	2013/2014	Cergy
53273025	MI	2012/2013	Cergy
53273025	ING2	2012/2013	Cergy
91095356	ING4	2015/2016	Pau
91095356	ING3	2014/2015	Pau
91095356	IERP	2014/2015	Pau
91095356	SIE	2013/2014	Pau
91095356	GI	2013/2014	Pau
91095356	ING2	2013/2014	Pau
91095356	MAIN	2012/2013	Pau
91095356	ING1	2012/2013	Pau
37138364	ING4	2015/2016	Pau
37138364	ING3	2014/2015	Pau
37138364	ICC	2014/2015	Pau
37138364	GSI	2013/2014	Pau
37138364	GI	2013/2014	Pau
37138364	ING2	2013/2014	Pau
37138364	MAIN	2012/2013	Pau
37138364	ING1	2012/2013	Pau
63436295	ING4	2015/2016	Pau
63436295	ING3	2014/2015	Pau
63436295	ICC	2014/2015	Pau
63436295	GSI	2013/2014	Pau
63436295	GI	2013/2014	Pau
63436295	ING2	2013/2014	Pau
63436295	MAIN	2012/2013	Pau
63436295	ING1	2012/2013	Pau
50052239	ING4	2015/2016	Cergy
50052239	ING3	2014/2015	Cergy
50052239	ICOM	2014/2015	Cergy
50052239	SIE	2013/2014	Cergy
50052239	GI	2013/2014	Cergy
50052239	ING2	2013/2014	Cergy
50052239	MAIN	2012/2013	Cergy
50052239	ING1	2012/2013	Cergy
68329964	ING4	2015/2016	Cergy
68329964	ING3	2014/2015	Cergy
68329964	ICOM	2014/2015	Cergy
68329964	SIE	2013/2014	Cergy
68329964	GI	2013/2014	Cergy
68329964	ING2	2013/2014	Cergy
68329964	MAIN	2012/2013	Cergy
68329964	ING1	2012/2013	Cergy
57357562	MIAGE-IF (DS)	2014/2015	Cergy
57357562	ING3	2014/2015	Cergy
57357562	DS	2014/2015	Cergy
57357562	IO-DECISION	2013/2014	Cergy
57357562	GI	2013/2014	Cergy
57357562	ING2	2013/2014	Cergy
57357562	MAIN	2012/2013	Cergy
57357562	ING1	2012/2013	Cergy
36301321	ING4	2015/2016	Cergy
36301321	BI	2014/2015	Cergy
36301321	ING3	2014/2015	Cergy
36301321	SIE	2013/2014	Cergy
36301321	GI	2013/2014	Cergy
36301321	ING2	2013/2014	Cergy
36301321	MAIN	2012/2013	Cergy
36301321	ING1	2012/2013	Cergy
17282012	ICOM	2012/2013	Cergy
17282012	ING3	2012/2013	Cergy
87008251	ICOM	2012/2013	Cergy
87008251	SIE3A	2012/2013	Cergy
87008251	ING3	2012/2013	Cergy
90898443	ING3	2011/2012	Cergy
90898443	DS	2011/2012	Cergy
12787054	ING4	2015/2016	Cergy
12787054	ING3	2014/2015	Cergy
12787054	ICOM	2014/2015	Cergy
12787054	SIE	2013/2014	Cergy
12787054	GI	2013/2014	Cergy
12787054	ING2	2013/2014	Cergy
12787054	MAIN	2012/2013	Cergy
12787054	ING1	2012/2013	Cergy
84496359	ING4	2015/2016	Pau
84496359	ING3	2014/2015	Pau
84496359	ICC	2014/2015	Pau
84496359	GSI	2013/2014	Pau
84496359	GI	2013/2014	Pau
84496359	ING2	2013/2014	Pau
84496359	MAIN	2012/2013	Pau
84496359	ING1	2012/2013	Pau
63204261	ING4	2015/2016	Pau
63204261	ING3	2014/2015	Pau
63204261	ICC	2014/2015	Pau
63204261	GSI	2013/2014	Pau
63204261	GI	2013/2014	Pau
63204261	ING2	2013/2014	Pau
63204261	MAIN	2012/2013	Pau
63204261	ING1	2012/2013	Pau
41356418	ING4	2015/2016	Pau
41356418	ING3	2014/2015	Pau
41356418	IERP	2014/2015	Pau
41356418	SIE	2013/2014	Pau
41356418	GI	2013/2014	Pau
41356418	ING2	2013/2014	Pau
41356418	MAIN	2012/2013	Pau
41356418	ING1	2012/2013	Pau
58469666	ING4	2015/2016	Pau
58469666	ING3	2014/2015	Pau
58469666	ICC	2014/2015	Pau
58469666	GSI	2013/2014	Pau
58469666	GI	2013/2014	Pau
58469666	ING2	2013/2014	Pau
58469666	MAIN	2012/2013	Pau
58469666	ING1	2012/2013	Pau
64085807	ING4	2015/2016	Pau
64085807	ING3	2014/2015	Pau
64085807	IERP	2014/2015	Pau
64085807	SIE	2013/2014	Pau
64085807	GI	2013/2014	Pau
64085807	ING2	2013/2014	Pau
64085807	MAIN	2012/2013	Pau
64085807	ING1	2012/2013	Pau
52462999	ING4	2015/2016	Pau
52462999	ING3	2014/2015	Pau
52462999	ICC	2014/2015	Pau
52462999	GSI	2013/2014	Pau
52462999	GI	2013/2014	Pau
52462999	ING2	2013/2014	Pau
52462999	MAIN	2012/2013	Pau
52462999	ING1	2012/2013	Pau
31329224	ING4	2015/2016	Cergy
31329224	BI	2014/2015	Cergy
31329224	ING3	2014/2015	Cergy
31329224	SIE	2013/2014	Cergy
31329224	GI	2013/2014	Cergy
31329224	ING2	2013/2014	Cergy
31329224	MAIN	2012/2013	Cergy
31329224	ING1	2012/2013	Cergy
13569275	ING4	2015/2016	Pau
13569275	ING3	2014/2015	Pau
13569275	ICC	2014/2015	Pau
13569275	GSI	2013/2014	Pau
13569275	GI	2013/2014	Pau
13569275	ING2	2013/2014	Pau
13569275	MAIN	2012/2013	Pau
13569275	ING1	2012/2013	Pau
6600289	ING4	2015/2016	Cergy
6600289	ACTUARIAT	2014/2015	Cergy
6600289	ING3	2014/2015	Cergy
6600289	IFI	2014/2015	Cergy
6600289	MMD-MA	2013/2014	Cergy
6600289	MF	2013/2014	Cergy
6600289	ING2	2013/2014	Cergy
6600289	MAAP	2012/2013	Cergy
6600289	ING1	2012/2013	Cergy
12710908	ING4	2015/2016	Cergy
12710908	BI	2014/2015	Cergy
12710908	ING3	2014/2015	Cergy
12710908	SIE	2013/2014	Cergy
12710908	GI	2013/2014	Cergy
12710908	ING2	2013/2014	Cergy
12710908	MAIN	2012/2013	Cergy
12710908	ING1	2012/2013	Cergy
58737656	ING4	2015/2016	Cergy
58737656	ING3	2014/2015	Cergy
58737656	INEM	2014/2015	Cergy
58737656	GSI	2013/2014	Cergy
58737656	GI	2013/2014	Cergy
58737656	ING2	2013/2014	Cergy
58737656	MAIN	2012/2013	Cergy
58737656	ING1	2012/2013	Cergy
12415279	ING4	2015/2016	Pau
12415279	ING3	2014/2015	Pau
12415279	IERP	2014/2015	Pau
12415279	SIE	2013/2014	Pau
12415279	GI	2013/2014	Pau
12415279	ING2	2013/2014	Pau
12415279	MAIN	2012/2013	Pau
12415279	ING1	2012/2013	Pau
64992728	ING4	2015/2016	Cergy
64992728	ING3	2014/2015	Cergy
64992728	DS	2014/2015	Cergy
64992728	MF	2013/2014	Cergy
64992728	MI	2013/2014	Cergy
64992728	GI	2013/2014	Cergy
64992728	ING2	2013/2014	Cergy
64992728	MAIN	2012/2013	Cergy
64992728	ING1	2012/2013	Cergy
26800233	ING4	2015/2016	Cergy
26800233	ING3	2014/2015	Cergy
26800233	ICOM	2014/2015	Cergy
26800233	SIE	2013/2014	Cergy
26800233	GI	2013/2014	Cergy
26800233	ING2	2013/2014	Cergy
26800233	MAIN	2012/2013	Cergy
26800233	ING1	2012/2013	Cergy
4710912	ING3	2015/2016	Cergy
4710912	IFI	2015/2016	Cergy
4710912	MF	2014/2015	Cergy
4710912	ING2	2014/2015	Cergy
4710912	MF	2013/2014	Cergy
4710912	ING2	2013/2014	Cergy
4710912	MAAP	2012/2013	Cergy
4710912	ING1	2012/2013	Cergy
56811553	ING4	2015/2016	Cergy
56811553	ING3	2014/2015	Cergy
56811553	INEM	2014/2015	Cergy
56811553	GSI	2013/2014	Cergy
56811553	GI	2013/2014	Cergy
56811553	ING2	2013/2014	Cergy
56811553	MAIN	2012/2013	Cergy
56811553	ING1	2012/2013	Cergy
2979888	ING4	2015/2016	Cergy
2979888	ISF	2014/2015	Cergy
2979888	ING3	2014/2015	Cergy
2979888	IFI	2014/2015	Cergy
2979888	MMD-MA	2013/2014	Cergy
2979888	MF	2013/2014	Cergy
2979888	ING2	2013/2014	Cergy
2979888	MAAP	2012/2013	Cergy
2979888	ING1	2012/2013	Cergy
51723065	ING4	2015/2016	Cergy
51723065	ING3	2014/2015	Cergy
51723065	ICOM	2014/2015	Cergy
51723065	SIE	2013/2014	Cergy
51723065	GI	2013/2014	Cergy
51723065	ING2	2013/2014	Cergy
51723065	MAIN	2012/2013	Cergy
51723065	ING1	2012/2013	Cergy
87515523	ING4	2015/2016	Cergy
87515523	MIAGE-IF (BI)	2014/2015	Cergy
87515523	BI	2014/2015	Cergy
87515523	ING3	2014/2015	Cergy
87515523	SIE	2013/2014	Cergy
87515523	GI	2013/2014	Cergy
87515523	ING2	2013/2014	Cergy
87515523	MAIN	2012/2013	Cergy
87515523	ING1	2012/2013	Cergy
73885760	ING4	2015/2016	Cergy
73885760	ING3	2014/2015	Cergy
73885760	VISUAL	2014/2015	Cergy
73885760	MI	2013/2014	Cergy
73885760	ING2	2013/2014	Cergy
73885760	MAIN	2012/2013	Cergy
73885760	ING1	2012/2013	Cergy
65362373	ING4	2015/2016	Cergy
65362373	BI	2014/2015	Cergy
65362373	ING3	2014/2015	Cergy
65362373	SIE	2013/2014	Cergy
65362373	GI	2013/2014	Cergy
65362373	ING2	2013/2014	Cergy
65362373	MAIN	2012/2013	Cergy
65362373	ING1	2012/2013	Cergy
66836480	ING4	2015/2016	Cergy
66836480	M104F	2014/2015	Cergy
66836480	ING3	2014/2015	Cergy
66836480	IFI	2014/2015	Cergy
66836480	MF	2013/2014	Cergy
66836480	ING2	2013/2014	Cergy
66836480	MAAP	2012/2013	Cergy
66836480	ING1	2012/2013	Cergy
98444986	ING4	2015/2016	Cergy
98444986	BI	2014/2015	Cergy
98444986	ING3	2014/2015	Cergy
98444986	SIE	2013/2014	Cergy
98444986	GI	2013/2014	Cergy
98444986	ING2	2013/2014	Cergy
98444986	MAIN	2012/2013	Cergy
98444986	ING1	2012/2013	Cergy
93897382	ING4	2015/2016	Pau
93897382	ING3	2014/2015	Pau
93897382	ICC	2014/2015	Pau
93897382	GSI	2013/2014	Pau
93897382	GI	2013/2014	Pau
93897382	ING2	2013/2014	Pau
93897382	MAIN	2012/2013	Pau
93897382	ING1	2012/2013	Pau
85145976	ING4	2015/2016	Cergy
85145976	ING3	2014/2015	Cergy
85145976	VISUAL	2014/2015	Cergy
85145976	MI	2013/2014	Cergy
85145976	ING2	2013/2014	Cergy
85145976	MAIN	2012/2013	Cergy
85145976	ING1	2012/2013	Cergy
17236045	ING4	2015/2016	Cergy
17236045	ING3	2014/2015	Cergy
17236045	INEM	2014/2015	Cergy
17236045	GSI	2013/2014	Cergy
17236045	GI	2013/2014	Cergy
17236045	ING2	2013/2014	Cergy
17236045	MAIN	2012/2013	Cergy
17236045	ING1	2012/2013	Cergy
10398035	ING4	2015/2016	Cergy
10398035	BI	2014/2015	Cergy
10398035	ING3	2014/2015	Cergy
10398035	SIE	2013/2014	Cergy
10398035	GI	2013/2014	Cergy
10398035	ING2	2013/2014	Cergy
10398035	MAIN	2012/2013	Cergy
10398035	ING1	2012/2013	Cergy
55279109	ING4	2015/2016	Cergy
55279109	ING3	2014/2015	Cergy
55279109	INEM	2014/2015	Cergy
55279109	GSI	2013/2014	Cergy
55279109	GI	2013/2014	Cergy
55279109	ING2	2013/2014	Cergy
55279109	MAIN	2012/2013	Cergy
55279109	ING1	2012/2013	Cergy
21881858	ING4	2015/2016	Pau
21881858	ING3	2014/2015	Pau
21881858	ICC	2014/2015	Pau
21881858	GSI	2013/2014	Pau
21881858	GI	2013/2014	Pau
21881858	ING2	2013/2014	Pau
21881858	MAIN	2012/2013	Pau
21881858	ING1	2012/2013	Pau
35709822	ING4	2015/2016	Pau
35709822	MobM2	2014/2015	Pau
35709822	ING3	2014/2015	Pau
35709822	ICC	2014/2015	Pau
35709822	GSI	2013/2014	Pau
35709822	GI	2013/2014	Pau
35709822	ING2	2013/2014	Pau
35709822	MAIN	2012/2013	Pau
35709822	ING1	2012/2013	Pau
49965766	ING4	2015/2016	Pau
49965766	ING3	2014/2015	Pau
49965766	ICC	2014/2015	Pau
49965766	GSI	2013/2014	Pau
49965766	GI	2013/2014	Pau
49965766	ING2	2013/2014	Pau
49965766	MAIN	2012/2013	Pau
49965766	ING1	2012/2013	Pau
74849485	ING4	2015/2016	Cergy
74849485	BI	2014/2015	Cergy
74849485	ING3	2014/2015	Cergy
74849485	SIE	2013/2014	Cergy
74849485	GI	2013/2014	Cergy
74849485	ING2	2013/2014	Cergy
74849485	MAIN	2012/2013	Cergy
74849485	ING1	2012/2013	Cergy
78742985	ING4	2015/2016	Pau
78742985	ING3	2014/2015	Pau
78742985	ICC	2014/2015	Pau
78742985	GSI	2013/2014	Pau
78742985	GI	2013/2014	Pau
78742985	ING2	2013/2014	Pau
78742985	MAIN	2012/2013	Pau
78742985	ING1	2012/2013	Pau
98227765	ING4	2015/2016	Cergy
98227765	ING3	2014/2015	Cergy
98227765	ICOM	2014/2015	Cergy
98227765	SIE	2013/2014	Cergy
98227765	GI	2013/2014	Cergy
98227765	ING2	2013/2014	Cergy
98227765	MAIN	2012/2013	Cergy
98227765	ING1	2012/2013	Cergy
67289196	ING3	2014/2015	Cergy
67289196	VISUAL	2014/2015	Cergy
67289196	MI	2013/2014	Cergy
67289196	ING2	2013/2014	Cergy
67289196	MAIN	2012/2013	Cergy
67289196	ING1	2012/2013	Cergy
90275118	ING1-GI	2015/2016	Cergy
90275118	ING1	2015/2016	Cergy
90275118	ING1	2014/2015	Cergy
90275118	ING1-GI	2014/2015	Cergy
90275118	MAIN	2013/2014	Cergy
90275118	ING1	2013/2014	Cergy
27542452	ING4	2015/2016	Cergy
27542452	ING3	2014/2015	Cergy
27542452	ICOM	2014/2015	Cergy
27542452	SIE	2013/2014	Cergy
27542452	GI	2013/2014	Cergy
27542452	ING2	2013/2014	Cergy
27542452	MAIN	2012/2013	Cergy
27542452	ING1	2012/2013	Cergy
24272561	ING4	2015/2016	Cergy
24272561	ING3	2014/2015	Cergy
24272561	ICOM	2014/2015	Cergy
24272561	SIE	2013/2014	Cergy
24272561	GI	2013/2014	Cergy
24272561	ING2	2013/2014	Cergy
24272561	MAIN	2012/2013	Cergy
24272561	ING1	2012/2013	Cergy
90362808	ING3	2015/2016	Cergy
90362808	BI	2015/2016	Cergy
90362808	SIE	2014/2015	Cergy
90362808	ING2	2014/2015	Cergy
90362808	GI	2014/2015	Cergy
90362808	MAIN	2013/2014	Cergy
90362808	ING1	2013/2014	Cergy
28512078	ING4	2015/2016	Cergy
28512078	ING3	2014/2015	Cergy
28512078	INEM	2014/2015	Cergy
28512078	GSI	2013/2014	Cergy
28512078	GI	2013/2014	Cergy
28512078	ING2	2013/2014	Cergy
28512078	MAIN	2012/2013	Cergy
28512078	ING1	2012/2013	Cergy
34806245	ING4	2015/2016	Cergy
34806245	BI	2014/2015	Cergy
34806245	ING3	2014/2015	Cergy
34806245	SIE	2013/2014	Cergy
34806245	GI	2013/2014	Cergy
34806245	ING2	2013/2014	Cergy
34806245	MAIN	2012/2013	Cergy
34806245	ING1	2012/2013	Cergy
16430387	ING4	2015/2016	Cergy
16430387	ING3	2014/2015	Cergy
16430387	ICOM	2014/2015	Cergy
16430387	SIE	2013/2014	Cergy
16430387	GI	2013/2014	Cergy
16430387	ING2	2013/2014	Cergy
16430387	MAIN	2012/2013	Cergy
16430387	ING1	2012/2013	Cergy
2133020	ING4	2015/2016	Cergy
2133020	BI	2014/2015	Cergy
2133020	ING3	2014/2015	Cergy
2133020	SIE	2013/2014	Cergy
2133020	GI	2013/2014	Cergy
2133020	ING2	2013/2014	Cergy
2133020	MAIN	2012/2013	Cergy
2133020	ING1	2012/2013	Cergy
16105376	ING4	2015/2016	Cergy
16105376	ING3	2014/2015	Cergy
16105376	INEM	2014/2015	Cergy
16105376	GSI	2013/2014	Cergy
16105376	GI	2013/2014	Cergy
16105376	ING2	2013/2014	Cergy
16105376	MAIN	2012/2013	Cergy
16105376	ING1	2012/2013	Cergy
26786847	ING4	2015/2016	Cergy
26786847	ING3	2014/2015	Cergy
26786847	INEM	2014/2015	Cergy
26786847	GSI	2013/2014	Cergy
26786847	GI	2013/2014	Cergy
26786847	ING2	2013/2014	Cergy
26786847	MAIN	2012/2013	Cergy
26786847	ING1	2012/2013	Cergy
83909204	ING4	2015/2016	Cergy
83909204	BI	2014/2015	Cergy
83909204	ING3	2014/2015	Cergy
83909204	SIE	2013/2014	Cergy
83909204	GI	2013/2014	Cergy
83909204	ING2	2013/2014	Cergy
83909204	MAIN	2012/2013	Cergy
83909204	ING1	2012/2013	Cergy
65599863	ING4	2015/2016	Cergy
65599863	BI	2014/2015	Cergy
65599863	ING3	2014/2015	Cergy
65599863	SIE	2013/2014	Cergy
65599863	GI	2013/2014	Cergy
65599863	ING2	2013/2014	Cergy
65599863	MAIN	2012/2013	Cergy
65599863	ING1	2012/2013	Cergy
51563344	ING4	2015/2016	Cergy
51563344	ING3	2014/2015	Cergy
51563344	ICOM	2014/2015	Cergy
51563344	SIE	2013/2014	Cergy
51563344	GI	2013/2014	Cergy
51563344	ING2	2013/2014	Cergy
51563344	MAIN	2012/2013	Cergy
51563344	ING1	2012/2013	Cergy
96891742	ING4	2015/2016	Cergy
96891742	ACTUARIAT	2014/2015	Cergy
96891742	ING3	2014/2015	Cergy
96891742	IFI	2014/2015	Cergy
96891742	MMD-MA	2013/2014	Cergy
96891742	MF	2013/2014	Cergy
96891742	ING2	2013/2014	Cergy
96891742	MAAP	2012/2013	Cergy
96891742	ING1	2012/2013	Cergy
57190610	ING4	2015/2016	Cergy
57190610	BI	2014/2015	Cergy
57190610	ING3	2014/2015	Cergy
57190610	SIE	2013/2014	Cergy
57190610	GI	2013/2014	Cergy
57190610	ING2	2013/2014	Cergy
57190610	MAIN	2012/2013	Cergy
57190610	ING1	2012/2013	Cergy
51142455	ING3	2015/2016	Cergy
51142455	BI	2015/2016	Cergy
51142455	CESM1	2014/2015	Cergy
51142455	ING2	2014/2015	Cergy
51142455	SIE	2013/2014	Cergy
51142455	GI	2013/2014	Cergy
51142455	ING2	2013/2014	Cergy
51142455	MAIN	2012/2013	Cergy
51142455	ING1	2012/2013	Cergy
83736340	ING4	2015/2016	Cergy
83736340	MobM2	2014/2015	Cergy
83736340	ING3	2014/2015	Cergy
83736340	IFI	2014/2015	Cergy
83736340	MF	2013/2014	Cergy
83736340	ING2	2013/2014	Cergy
83736340	MAAP	2012/2013	Cergy
83736340	ING1	2012/2013	Cergy
62257254	ING4	2015/2016	Cergy
62257254	ING3	2014/2015	Cergy
62257254	INEM	2014/2015	Cergy
62257254	GSI	2013/2014	Cergy
62257254	GI	2013/2014	Cergy
62257254	ING2	2013/2014	Cergy
62257254	MAIN	2012/2013	Cergy
62257254	ING1	2012/2013	Cergy
50333717	ING4	2015/2016	Cergy
50333717	ING3	2014/2015	Cergy
50333717	INEM	2014/2015	Cergy
50333717	GSI	2013/2014	Cergy
50333717	GI	2013/2014	Cergy
50333717	ING2	2013/2014	Cergy
50333717	MAIN	2012/2013	Cergy
50333717	ING1	2012/2013	Cergy
72229209	ING4	2015/2016	Cergy
72229209	ING3	2014/2015	Cergy
72229209	IFI	2014/2015	Cergy
72229209	MF	2013/2014	Cergy
72229209	ING2	2013/2014	Cergy
72229209	MAAP	2012/2013	Cergy
72229209	ING1	2012/2013	Cergy
31842320	ING4	2014/2015	Cergy
31842320	VISUAL	2013/2014	Cergy
31842320	ING3	2013/2014	Cergy
31842320	MI	2012/2013	Cergy
31842320	ING2	2012/2013	Cergy
79486418	ING4	2015/2016	Cergy
79486418	BI	2014/2015	Cergy
79486418	ING3	2014/2015	Cergy
79486418	GEM3	2013/2014	Cergy
79486418	SIE	2012/2013	Cergy
79486418	ING2	2012/2013	Cergy
34322838	ING4	2014/2015	Cergy
34322838	GL	2013/2014	Cergy
34322838	ING3	2013/2014	Cergy
34322838	GSI	2012/2013	Cergy
34322838	ING2	2012/2013	Cergy
18448059	ING4	2014/2015	Cergy
18448059	ESSEC-GE	2014/2015	Cergy
18448059	DS	2014/2015	Cergy
18448059	ISI (DS)	2013/2014	Cergy
18448059	DS	2013/2014	Cergy
18448059	ING3	2013/2014	Cergy
18448059	MI	2012/2013	Cergy
18448059	ING2	2012/2013	Cergy
3299578	ING4	2014/2015	Cergy
3299578	ICOM	2013/2014	Cergy
3299578	ING3	2013/2014	Cergy
3299578	SIE	2012/2013	Cergy
3299578	ING2	2012/2013	Cergy
35758886	ISF	2015/2016	Cergy
35758886	ING3	2015/2016	Cergy
35758886	IFI	2015/2016	Cergy
35758886	MF	2014/2015	Cergy
35758886	ING2	2014/2015	Cergy
35758886	MF	2013/2014	Cergy
35758886	GI	2013/2014	Cergy
35758886	ING2	2013/2014	Cergy
35758886	MAAP	2012/2013	Cergy
35758886	ING1	2012/2013	Cergy
58967205	ING4	2015/2016	Cergy
58967205	BI	2014/2015	Cergy
58967205	ING3	2014/2015	Cergy
58967205	SIE	2013/2014	Cergy
58967205	GI	2013/2014	Cergy
58967205	ING2	2013/2014	Cergy
58967205	MAIN	2012/2013	Cergy
58967205	ING1	2012/2013	Cergy
93874815	ING4	2015/2016	Cergy
93874815	ING3	2014/2015	Cergy
93874815	DS	2014/2015	Cergy
93874815	MI	2013/2014	Cergy
93874815	ING2	2013/2014	Cergy
93874815	MAIN	2012/2013	Cergy
93874815	ING1	2012/2013	Cergy
49569733	ING4	2015/2016	Cergy
49569733	ING3	2014/2015	Cergy
49569733	ICOM	2014/2015	Cergy
49569733	SIE	2013/2014	Cergy
49569733	GI	2013/2014	Cergy
49569733	ING2	2013/2014	Cergy
49569733	MAIN	2012/2013	Cergy
49569733	ING1	2012/2013	Cergy
15504377	ING4	2015/2016	Cergy
15504377	ING3	2014/2015	Cergy
15504377	INEM	2014/2015	Cergy
15504377	GSI	2013/2014	Cergy
15504377	MI	2013/2014	Cergy
15504377	GI	2013/2014	Cergy
15504377	ING2	2013/2014	Cergy
15504377	MAIN	2012/2013	Cergy
15504377	ING1	2012/2013	Cergy
85056430	ACTUARIAT	2014/2015	Cergy
85056430	ING3	2014/2015	Cergy
85056430	IFI	2014/2015	Cergy
85056430	MF	2013/2014	Cergy
85056430	ING2	2013/2014	Cergy
85056430	MAAP	2012/2013	Cergy
85056430	ING1	2012/2013	Cergy
20631672	ING4	2015/2016	Cergy
20631672	BI	2014/2015	Cergy
20631672	ING3	2014/2015	Cergy
20631672	SIE	2013/2014	Cergy
20631672	GI	2013/2014	Cergy
20631672	ING2	2013/2014	Cergy
20631672	MAIN	2012/2013	Cergy
20631672	ING1	2012/2013	Cergy
51524550	ING4	2014/2015	Pau
51524550	ICC	2013/2014	Pau
51524550	ING3	2013/2014	Pau
51524550	GSI	2012/2013	Pau
51524550	ING2	2012/2013	Pau
72629228	ING4	2014/2015	Cergy
72629228	BI	2013/2014	Cergy
72629228	ING3	2013/2014	Cergy
72629228	SIE	2012/2013	Cergy
72629228	ING2	2012/2013	Cergy
33844365	ING4	2014/2015	Cergy
33844365	BI	2013/2014	Cergy
33844365	ING3	2013/2014	Cergy
95157983	ING4	2014/2015	Cergy
95157983	BI	2013/2014	Cergy
95157983	ING3	2013/2014	Cergy
95157983	SIE	2012/2013	Cergy
95157983	ING2	2012/2013	Cergy
76726828	ING3	2014/2015	Cergy
76726828	ICOM	2014/2015	Cergy
76726828	SIE	2013/2014	Cergy
76726828	GI	2013/2014	Cergy
76726828	ING2	2013/2014	Cergy
76726828	MAIN	2012/2013	Cergy
76726828	ING1	2012/2013	Cergy
50733755	ING4	2014/2015	Cergy
50733755	VISUAL	2013/2014	Cergy
50733755	ING3	2013/2014	Cergy
50733755	MI	2012/2013	Cergy
50733755	ING2	2012/2013	Cergy
7036297	ING4	2014/2015	Pau
7036297	IERP	2013/2014	Pau
7036297	ING3	2013/2014	Pau
7036297	SIE	2012/2013	Pau
7036297	ING2	2012/2013	Pau
11317939	ING4	2015/2016	Cergy
11317939	INEM	2013/2014	Cergy
11317939	ING3	2013/2014	Cergy
11317939	GSI	2012/2013	Cergy
11317939	ING2	2012/2013	Cergy
16020973	ING4	2014/2015	Pau
16020973	IERP	2013/2014	Pau
16020973	ING3	2013/2014	Pau
16020973	SIE	2012/2013	Pau
16020973	ING2	2012/2013	Pau
8450091	ING4	2014/2015	Pau
8450091	ICC	2013/2014	Pau
8450091	ING3	2013/2014	Pau
8450091	GSI	2012/2013	Pau
8450091	ING2	2012/2013	Pau
63865418	ING4	2014/2015	Cergy
63865418	GL	2013/2014	Cergy
63865418	ING3	2013/2014	Cergy
63865418	ING2	2012/2013	Cergy
23791010	ING4	2014/2015	Pau
23791010	BI	2013/2014	Pau
23791010	ING3	2013/2014	Pau
23791010	SIE	2012/2013	Pau
23791010	ING2	2012/2013	Pau
40591040	ING4	2014/2015	Pau
40591040	GEM4	2014/2015	Pau
40591040	ICC	2013/2014	Pau
40591040	ING3	2013/2014	Pau
40591040	GSI	2012/2013	Pau
40591040	ING2	2012/2013	Pau
21556809	ING4	2015/2016	Cergy
21556809	ING4	2014/2015	Cergy
21556809	ISF	2013/2014	Cergy
21556809	IFI	2013/2014	Cergy
21556809	ING2	2012/2013	Cergy
84290372	ING4	2014/2015	Pau
84290372	ICC	2013/2014	Pau
84290372	ING3	2013/2014	Pau
84290372	GSI	2012/2013	Pau
84290372	ING2	2012/2013	Pau
79226974	ING4	2014/2015	Cergy
79226974	ISI (DS)	2013/2014	Cergy
79226974	DS	2013/2014	Cergy
79226974	ING3	2013/2014	Cergy
79226974	ING2	2012/2013	Cergy
77845790	ING4	2014/2015	Pau
77845790	IERP	2013/2014	Pau
77845790	ING3	2013/2014	Pau
77845790	SIE	2012/2013	Pau
77845790	ING2	2012/2013	Pau
55756674	ING4	2015/2016	Pau
55756674	ING4	2014/2015	Pau
55756674	ING3	2014/2015	Pau
55756674	IERP	2014/2015	Pau
55756674	IERP	2013/2014	Pau
55756674	ING3	2013/2014	Pau
55756674	SIE	2012/2013	Pau
55756674	ING2	2012/2013	Pau
87396673	ING4	2014/2015	Pau
87396673	GEM4	2014/2015	Pau
87396673	ICC	2013/2014	Pau
87396673	ING3	2013/2014	Pau
87396673	GSI	2012/2013	Pau
87396673	ING2	2012/2013	Pau
86445763	ING4	2015/2016	Pau
86445763	ING4	2014/2015	Pau
86445763	ING3	2014/2015	Pau
86445763	IERP	2014/2015	Pau
86445763	ING3	2013/2014	Pau
86445763	GSI	2012/2013	Pau
86445763	ING2	2012/2013	Pau
26073837	ING4	2014/2015	Cergy
26073837	BI	2013/2014	Cergy
26073837	ING3	2013/2014	Cergy
26073837	SIE	2012/2013	Cergy
26073837	ING2	2012/2013	Cergy
1762724	MI	2013/2014	Cergy
1762724	ING2	2013/2014	Cergy
1762724	MAAP	2012/2013	Cergy
1762724	ING1	2012/2013	Cergy
57728198	ING4	2014/2015	Cergy
57728198	ISF	2013/2014	Cergy
57728198	IFI	2013/2014	Cergy
57728198	MF	2012/2013	Cergy
57728198	ING2	2012/2013	Cergy
69957184	ING4	2014/2015	Cergy
69957184	VISUAL	2013/2014	Cergy
69957184	ING3	2013/2014	Cergy
69957184	ING2	2012/2013	Cergy
20088510	ING4	2014/2015	Cergy
20088510	ICOM	2013/2014	Cergy
20088510	ING3	2013/2014	Cergy
20088510	ING2	2012/2013	Cergy
1913447	ING4	2014/2015	Cergy
1913447	BI	2013/2014	Cergy
1913447	ING3	2013/2014	Cergy
1913447	ING2	2012/2013	Cergy
63795255	ING4	2014/2015	Cergy
63795255	INEM	2013/2014	Cergy
63795255	ING3	2013/2014	Cergy
63795255	MI	2012/2013	Cergy
63795255	ING2	2012/2013	Cergy
50280376	ING4	2015/2016	Cergy
50280376	MobM2	2014/2015	Cergy
